right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
43.34,46.4,45.06,102.0,101.25,127.9,62.75,0
52.2,56.38,51.3,102.1,98.75,128.2,54.97,0
48.62,76.25,47.9,109.06,114.6,132.8,53.7,0
56.2,71.2,55.56,111.3,121.5,145.2,50.4,0
54.8,70.6,40.84,109.44,113.7,136.4,51.72,0
88.44,76.5,54.5,76.6,66.2,126.3,142.1,0
61.9,63.25,64.1,97.56,84.94,133.0,54.0,0
64.3,50.5,69.0,90.9,89.2,134.9,70.75,0
60.62,49.97,70.3,88.5,91.8,134.1,68.94,0
61.16,61.7,65.2,96.44,87.44,131.2,55.1,0
58.97,74.1,44.88,105.4,109.0,138.5,51.03,0
56.0,74.9,54.22,108.44,122.44,144.4,55.44,0
80.94,76.06,50.2,81.25,74.7,115.56,141.6,0
53.9,73.9,43.53,111.2,113.3,139.8,49.44,0
57.75,66.56,53.78,108.3,107.2,131.8,54.6,0
62.84,57.53,73.44,94.5,89.2,135.6,66.6,0
58.72,54.6,56.75,97.7,88.0,135.1,72.1,0
59.47,59.5,69.1,97.3,90.8,136.6,62.66,0
82.75,72.44,51.75,79.94,83.75,116.7,139.4,0
63.06,68.2,66.44,106.9,97.06,133.6,58.94,0
64.5,77.0,52.84,112.1,114.2,140.4,50.78,0
64.2,65.25,65.7,83.7,84.0,87.44,135.5,0
71.5,56.88,55.47,88.7,93.44,112.9,133.9,0
77.8,66.75,59.47,80.44,85.2,112.6,135.6,0
80.5,77.1,20.81,49.94,45.75,146.6,144.4,0
113.5,113.1,21.47,45.9,42.8,146.2,144.0,0
112.44,113.3,20.81,47.06,45.28,144.8,142.1,0
84.25,86.75,24.81,57.94,51.66,137.4,135.1,0
83.4,84.06,21.53,61.1,61.4,141.9,141.2,0
110.9,110.2,21.45,44.3,42.6,145.4,144.1,0
89.25,86.56,21.55,46.28,45.2,148.2,144.8,0
80.0,68.4,53.6,79.7,87.3,114.44,136.4,0
81.7,83.25,23.16,54.53,50.4,148.5,145.1,0
102.44,103.56,21.58,42.9,41.8,146.5,144.1,0
77.8,70.4,55.28,87.25,87.56,103.94,139.6,0
122.3,121.56,22.19,44.78,43.6,146.5,142.4,0
72.2,73.1,26.42,61.97,63.53,133.5,132.5,0
107.2,107.25,24.67,45.06,51.8,139.9,137.5,0
122.94,122.4,21.67,43.7,45.1,147.9,144.5,0
90.6,89.94,21.72,45.4,41.6,147.6,144.4,0
88.44,78.2,54.1,84.94,74.2,114.1,141.5,0
84.25,83.56,20.89,43.03,40.47,148.4,145.4,0
116.06,115.56,20.75,44.06,43.22,147.4,144.1,0
109.25,110.44,22.27,46.3,44.7,140.0,140.1,0
87.9,90.7,22.06,59.0,57.2,140.0,137.5,0
88.56,91.06,21.86,55.88,57.1,139.5,138.5,0
93.94,95.9,22.39,57.06,55.06,138.6,138.2,0
90.94,82.8,52.53,76.4,69.0,133.1,144.9,0
112.5,110.9,19.23,49.56,47.5,147.0,145.4,0
94.3,92.56,21.6,51.84,48.72,145.6,143.6,0
81.44,102.3,87.4,107.44,102.56,53.5,148.5,0
64.3,49.9,97.5,89.6,87.5,73.5,124.56,0
68.06,51.2,95.25,94.0,77.3,82.56,133.0,0
63.34,51.22,90.8,88.6,76.25,81.44,133.2,0
63.94,46.88,85.9,104.7,102.44,74.06,125.0,0
69.94,40.56,96.56,124.5,111.8,51.88,136.9,0
73.56,50.25,98.56,100.44,109.25,56.9,137.0,0
72.0,45.5,107.3,95.2,103.4,57.7,122.56,0
69.8,52.84,88.06,94.75,100.75,82.1,120.1,0
72.8,52.12,91.94,91.94,91.2,68.56,113.1,0
69.6,50.75,98.75,93.5,88.0,78.1,112.44,0
72.2,53.94,91.75,89.06,97.8,70.56,128.4,0
67.44,42.88,107.06,109.7,105.6,61.5,128.2,0
83.9,68.0,81.7,92.56,98.8,83.56,136.9,0
98.25,68.6,69.94,95.1,94.56,120.3,129.8,0
71.6,66.25,74.1,88.4,86.9,65.94,121.25,0
66.4,56.97,75.75,93.3,90.44,67.06,121.8,0
75.4,66.5,79.1,88.7,85.5,67.9,123.9,0
85.6,56.3,65.7,104.25,103.44,104.06,128.9,0
89.4,67.25,77.2,94.56,94.5,113.1,140.1,0
69.6,54.7,77.9,75.0,92.9,63.75,134.9,0
93.2,68.4,86.9,81.3,84.94,113.25,135.4,0
89.3,71.3,88.25,73.1,83.1,78.2,123.06,0
96.75,72.8,90.1,78.1,80.25,113.75,129.2,0
93.6,70.3,83.25,81.6,81.4,115.94,130.2,0
97.2,74.44,69.56,73.8,81.9,118.9,131.9,0
90.3,69.56,76.75,91.25,97.2,110.25,140.4,0
86.5,69.06,75.5,84.56,93.9,101.06,139.1,0
89.25,63.5,74.2,87.7,91.8,98.8,126.6,0
90.9,67.1,83.75,83.3,86.0,86.6,127.06,0
81.2,62.75,80.25,88.94,86.9,74.9,125.9,0
91.3,67.56,74.4,85.56,89.8,107.0,130.2,0
82.6,60.2,73.9,89.0,92.9,99.94,136.0,0
80.75,76.4,52.5,80.6,67.6,131.1,147.5,0
71.25,65.94,66.7,92.94,72.0,94.3,136.5,0
81.1,67.06,64.94,86.3,82.9,105.6,135.5,0
64.4,79.5,21.73,66.9,47.9,145.1,137.5,0
97.8,101.6,19.8,53.3,41.28,146.5,140.8,0
97.5,99.9,22.53,61.78,41.72,137.9,127.06,0
71.44,69.0,26.4,64.94,60.6,125.06,116.6,0
73.4,73.25,25.45,72.25,74.75,127.1,121.56,0
77.0,64.2,56.5,84.0,91.5,95.75,134.8,0
109.6,110.56,21.03,55.6,46.22,142.1,137.1,0
99.8,104.9,16.8,51.84,38.78,147.4,143.2,0
76.4,87.2,20.75,78.6,59.62,145.4,138.9,0
59.5,52.88,58.9,97.7,91.56,101.1,137.2,0
67.94,78.0,19.6,59.34,42.75,145.9,139.9,0
100.06,102.44,17.69,42.84,37.5,148.1,140.2,0
108.5,110.7,19.3,48.66,39.94,144.5,137.1,0
86.6,90.0,23.69,57.66,53.4,133.2,124.9,0
82.1,87.44,21.78,45.7,41.53,134.2,128.2,0
106.4,105.6,19.75,42.06,32.5,142.8,131.8,0
105.56,109.06,16.19,43.44,37.47,148.9,140.4,0
82.25,95.2,17.11,50.94,39.78,147.4,140.2,0
68.56,62.84,59.97,83.7,83.9,90.75,135.0,0
67.9,79.3,21.92,51.84,41.4,147.5,140.4,0
91.7,94.9,19.5,42.47,35.47,147.9,138.5,0
105.5,108.3,21.28,53.94,42.72,142.8,135.4,0
96.1,99.1,21.33,52.25,47.2,136.2,129.5,0
81.1,67.06,55.12,86.1,94.94,101.2,134.6,0
97.3,101.1,21.86,50.0,46.75,135.9,129.5,0
96.9,99.44,21.23,50.34,48.6,138.5,131.2,0
107.5,111.44,18.95,47.8,39.78,143.6,135.1,0
87.0,94.9,17.84,51.1,39.56,146.2,137.9,0
70.5,61.7,56.5,90.44,92.94,90.25,135.4,0
75.56,83.8,17.94,47.53,38.06,148.4,141.2,0
103.06,106.5,18.67,47.25,41.25,146.6,139.9,0
107.7,106.56,20.14,54.9,41.22,141.0,133.8,0
117.8,118.56,19.34,39.84,33.72,141.8,135.8,0
102.44,103.94,20.34,48.4,42.16,138.4,130.2,0
109.1,110.1,18.39,49.78,38.88,142.8,134.4,0
81.1,65.4,56.62,90.1,86.3,108.56,136.2,0
105.56,108.9,15.06,50.3,46.0,147.1,140.4,0
76.8,88.7,18.56,59.5,48.8,146.1,136.5,0
89.4,79.7,53.66,77.25,76.6,123.0,142.4,0
66.7,76.25,19.95,51.03,39.1,145.9,136.6,0
101.6,104.4,16.48,40.62,33.44,146.8,139.8,0
110.4,108.8,20.67,60.88,45.2,139.4,131.1,0
94.06,92.8,21.47,57.88,49.5,134.9,125.0,0
100.06,101.8,21.86,64.2,44.47,136.4,127.44,0
108.9,110.1,17.1,51.9,40.8,145.8,138.4,0
82.0,88.4,15.805,59.75,45.3,147.2,138.2,0
75.5,77.75,49.44,85.1,79.9,125.25,146.8,0
80.2,76.75,20.44,50.9,43.47,144.4,141.0,0
103.44,100.4,18.06,43.1,35.6,145.2,141.8,0
90.44,84.9,21.05,60.94,52.06,136.1,134.5,0
78.4,75.3,23.75,63.78,58.66,127.7,126.6,0
69.2,67.3,25.98,65.5,59.34,124.44,122.06,0
74.56,72.6,24.69,67.56,57.5,128.2,125.75,0
96.6,93.7,20.11,52.22,47.2,143.5,139.2,0
93.7,91.9,18.75,50.1,45.0,146.8,142.8,0
101.3,88.44,53.75,61.2,59.12,145.9,146.8,0
97.1,84.8,57.12,74.75,66.94,139.2,141.8,0
93.8,79.6,64.6,73.1,71.94,131.4,138.4,0
84.7,76.06,61.72,75.6,75.94,120.06,138.2,0
86.4,79.06,63.0,69.4,69.9,121.25,139.0,0
86.8,77.9,62.84,70.25,71.94,122.94,140.1,0
78.44,71.4,63.22,75.25,78.44,115.1,138.1,0
74.25,72.2,59.6,78.75,80.0,109.6,141.1,0
93.5,86.3,56.12,67.25,64.44,123.7,144.8,0
