right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
119.215225,131.61974,27.260693,109.57878,87.4492,169.07144,165.00044
167.30408,154.72536,22.66261,146.17152,149.81955,160.40001,172.19688
158.3129,166.00743,35.205624,118.59647,117.937645,170.06279,158.44167
151.07611,138.78516,56.365067,174.0766,166.6802,153.20134,133.33046
37.31292,46.57971,123.776665,97.21846,151.36601,140.74727,147.31212
113.354256,159.02596,26.101427,166.49762,148.65991,138.90355,120.53313
113.719345,159.34996,17.86411,170.74045,169.37912,134.5115,132.80983
101.03476,131.03218,8.327091,167.35335,176.8612,124.32904,160.13814
153.70628,158.77817,12.752868,167.3807,163.14555,127.27256,156.05159
44.855946,33.636288,22.489733,122.610344,114.58947,143.87173,111.86263
129.13315,149.392,32.217957,157.84387,156.90343,172.474,156.68669
132.5365,158.21754,25.259117,162.70584,167.00139,167.10602,161.66792
145.13637,155.67151,21.044493,179.41739,172.79158,153.42,160.24918
156.85823,142.19797,14.836471,163.53592,154.8032,163.27039,144.22661
164.4595,158.53056,19.230955,177.46771,164.69994,173.05815,162.89754
152.66734,150.14032,18.49571,149.72493,156.02386,167.13766,152.72589
153.00519,160.59435,38.462555,89.19416,98.79505,140.93805,173.85156
162.67516,169.52362,38.60484,147.1739,122.04093,162.42685,164.24649
161.77887,152.79802,25.362452,129.67761,121.133896,169.02834,158.33238
159.9488,171.54555,22.093225,88.136345,95.391495,133.11787,173.74951
179.78653,172.29985,51.040146,76.749565,93.26525,156.36957,167.44725
48.383686,53.472305,86.388245,143.3583,85.235756,129.83052,107.60832
165.04094,158.2232,34.25668,114.30579,119.49461,160.6756,119.19102
126.91971,126.292755,19.053709,133.6025,136.77277,138.37231,144.19858
164.68036,161.83951,46.926907,107.051445,83.88149,149.88895,121.567924
144.6146,107.14179,21.250412,149.80191,155.51826,137.2904,121.954575
158.01775,142.76994,75.18898,166.95012,176.81311,131.24896,125.17849
154.91475,161.98132,35.308178,152.48637,146.82362,167.04343,173.56648
150.28178,162.64406,55.963577,127.9235,132.73495,153.24399,154.23526
155.96231,147.69891,39.696465,163.44472,168.4793,143.29332,148.033
102.13759,105.76831,47.251324,97.370735,133.14595,107.139984,131.96681
97.46231,97.694374,54.191353,101.013916,120.36181,145.43048,126.288246
104.07969,92.45556,24.242249,176.42494,166.58812,130.78249,130.50883
121.08649,136.75056,155.0851,99.40367,164.44093,134.43489,165.68835
129.98906,112.89103,17.112421,160.62932,157.19624,155.95168,150.52197
158.32477,154.40656,20.608305,154.21292,150.03105,158.96994,159.7857
168.40506,158.84024,25.611082,154.66034,154.19969,159.72806,156.27664
148.40134,151.98265,19.330965,157.71608,151.75095,150.68614,164.59996
64.51615,78.05737,27.264326,158.32498,130.33,159.31982,164.15761
155.68288,149.53687,62.981144,144.37978,167.88966,166.58777,140.397
155.13983,143.30682,62.16745,165.22023,173.52434,167.67737,137.56856
167.81541,141.35242,61.047253,150.05489,166.81757,163.10822,139.99368
150.39182,160.25743,30.880478,93.40657,98.84505,165.96309,162.0977
148.26976,160.11255,28.00042,102.16232,96.99337,163.27432,162.54239
147.83604,152.99281,39.860832,103.69758,90.3512,157.15416,156.61684
164.56207,147.16684,25.10501,133.25642,125.36182,161.38591,163.71094
169.60664,163.71553,17.423367,128.56969,116.7765,164.20639,170.82242
172.3544,164.70743,23.752317,136.16258,141.90912,155.60518,164.31769
168.52562,158.65778,22.92168,143.34273,143.49414,171.61465,167.77426
158.01273,170.30841,45.132584,171.66289,162.66313,150.2938,172.88562
159.75969,156.99829,20.358995,138.35252,113.594604,168.26808,174.10645
135.43484,176.4115,23.335009,76.81911,63.644737,135.1926,160.64616
159.39749,162.22733,51.433956,67.496376,100.330574,172.98193,177.93475
101.07611,98.68009,14.6366625,171.03365,169.28911,156.70793,154.307
156.35678,166.03319,71.18786,104.85439,138.17624,145.69765,139.83234
138.95483,160.48874,29.11584,126.52078,115.720566,131.5025,167.40262
111.68513,113.9711,18.40272,103.141556,107.618095,143.77092,147.86127
132.29182,131.02913,21.711172,147.44563,146.97186,132.40955,159.18681
168.67519,173.1966,42.853012,153.325,176.49715,97.55586,37.65322
150.84137,172.93521,49.109646,150.62828,159.7015,121.99138,124.91188
153.84854,169.8577,17.622204,69.89462,60.17652,170.95236,170.41962
150.28737,161.72096,18.517141,168.34264,173.50255,174.27074,167.17348
132.60347,135.2707,16.820086,159.30772,140.25723,148.802,143.93922
157.66183,123.39552,61.917793,158.46721,170.06732,157.33737,156.83676
149.25558,161.3015,19.814554,176.11633,173.74849,149.28456,165.21042
141.09496,142.6516,30.532984,118.922646,123.21145,137.26016,149.54488
135.4399,129.02303,4.4859715,106.91213,116.36867,166.33047,147.6635
110.341805,153.1909,18.766731,157.14903,163.88185,173.90068,157.15099
131.00783,134.33826,16.408361,167.22012,149.54886,149.07411,146.91689
145.49599,167.44562,80.908195,117.700096,149.48741,155.40047,152.36488
133.86082,138.14572,10.255075,155.61662,153.17094,153.81377,150.72165
172.11087,163.48828,50.297565,109.43291,145.26726,162.34421,170.41869
120.32911,123.4661,16.058146,165.8568,157.4613,171.07564,157.4511
34.650013,74.75703,134.98985,155.87843,114.54559,150.3031,176.22113
155.20003,162.24875,49.968903,137.82231,135.11693,137.97627,154.18228
141.56409,148.53334,6.6844015,173.58809,176.18507,138.14445,149.26434
72.30875,141.8462,40.030743,174.99913,164.24403,111.15155,90.84687
134.5984,134.02502,52.102272,95.21877,78.49199,159.69815,165.6842
115.13196,98.81437,49.131172,171.58823,170.55031,164.5463,157.84523
154.05368,159.43257,52.45186,130.39995,140.65752,165.00327,165.21008
125.988,143.36928,41.302704,90.44324,88.38596,173.31172,164.0562
85.27753,39.01064,44.071304,110.37879,137.47054,143.2778,136.80124
61.108677,150.43935,66.1736,169.1274,167.64517,159.2785,75.16247
64.70176,40.51263,49.888832,148.23448,169.42784,147.32545,155.33203
75.64369,70.91405,54.231,164.21411,150.08243,152.35498,157.35904
146.6049,138.34431,20.963234,94.62302,104.988785,161.83554,165.92386
145.24715,162.15202,47.501564,173.98273,174.29372,117.970024,154.7439
155.70888,155.82465,27.53774,150.64177,122.39042,159.29701,167.48517
163.80753,156.65984,70.552345,131.60902,110.78621,127.44231,150.13312
145.73538,163.93991,17.925743,121.78773,137.4155,168.41951,171.6686
164.63048,169.64847,18.684206,162.93289,153.4835,169.98605,170.40292
156.082,152.23912,47.4355,122.60596,170.48988,167.28036,151.8632
73.10241,56.827183,26.031086,170.8347,165.81435,160.50815,129.47691
145.92783,152.66957,129.48701,159.74359,35.758766,138.43454,135.5136
171.34058,164.38225,4.6959968,148.3738,139.09464,156.10863,160.58934
170.7576,161.02507,118.52045,159.65881,110.689766,138.33278,147.67976
17.967297,34.40581,72.58933,54.045464,31.834396,112.00073,122.87804
161.97874,165.01346,75.88786,15.391043,20.438314,175.09268,166.83698
165.499,153.62505,52.979748,93.06134,55.02032,147.35803,134.50516
137.53531,139.79451,9.467495,175.9298,176.30554,172.64326,151.96284
136.14491,153.94328,25.255072,71.27549,83.82756,171.08365,167.46112
135.50578,129.93105,26.720829,140.1428,137.02518,156.52554,163.9731
139.809,141.46555,19.296083,132.2182,132.57977,165.23114,150.23709
131.60304,160.80263,25.2978,167.2791,158.0081,169.7925,176.86598
62.825924,7.3603506,19.617046,127.751854,119.03161,169.56375,149.53113
135.19415,137.87355,11.216677,171.31203,161.72162,154.94041,167.98949
101.572754,43.899536,18.989433,174.87993,169.85402,157.79178,135.22711
155.88026,158.04974,54.26914,133.90599,129.31825,155.98131,162.46672
150.00801,155.13586,46.485207,91.07426,94.32279,165.19398,160.33447
164.71202,162.1526,25.616909,128.13467,120.92124,164.9322,162.5803
125.54197,129.07913,16.892607,129.30461,127.71054,149.0975,171.01564
175.36107,167.16432,15.485036,156.506,145.3957,160.15976,172.5668
132.41644,155.91016,31.497942,151.91771,142.6423,133.30905,117.36473
158.35966,144.01036,16.705713,137.83047,136.05133,133.95631,157.40863
161.78233,161.24199,38.484386,167.80933,169.23232,163.66298,158.25308
131.0712,168.92735,23.911879,155.22462,162.04065,153.35492,132.37978
163.59837,160.23195,30.274113,62.619194,59.237392,151.38686,155.02481
82.522835,44.194614,76.958984,145.67828,177.01405,142.74152,148.62897
150.8374,150.65413,22.084173,160.32254,168.64449,160.10922,162.31592
133.61269,141.08957,23.556475,159.75243,142.3235,159.05592,159.09435
137.38022,122.57221,17.278858,167.5115,152.57245,162.53677,159.18146
149.23895,137.43272,29.813412,136.77141,134.48921,166.41261,159.36243
39.518955,13.566595,17.889746,175.09496,174.34793,164.59763,165.45723
137.75613,146.02048,20.145733,117.75479,111.06206,170.5011,166.29495
151.4734,164.46875,23.02173,119.46476,128.58206,152.97047,164.4479
154.56816,144.12608,27.116024,159.63924,148.0985,159.64267,149.03418
137.71175,167.21635,66.98698,94.73749,118.947975,124.41635,126.14545
146.19936,166.4109,51.84359,151.3514,119.58021,141.23769,157.66176
170.72546,173.41106,4.609291,115.64608,124.756485,166.27385,170.96127
145.69226,153.11276,17.755339,151.45749,155.06586,127.26042,165.516
151.57755,153.03857,24.43273,166.91058,169.53783,168.85696,155.89798
144.09436,164.39174,44.000454,93.51956,108.6244,127.82869,143.72504
126.21979,132.45146,20.408657,124.51465,123.301186,176.65817,152.6874
163.8071,162.12906,20.51291,150.61101,143.7119,171.2949,168.00957
175.60454,146.5169,25.639893,154.96611,150.32133,169.2268,140.07466
91.333435,75.67498,27.644434,76.85366,80.28803,124.26852,119.70971
94.22565,74.01436,21.93086,75.10617,69.864624,107.57581,110.72282
89.88293,76.0388,24.504211,91.060356,91.44292,121.64455,117.21822
120.501625,121.81537,20.58932,70.826416,78.94622,132.00041,127.42894
80.504265,91.50379,32.212105,84.352684,87.42094,125.36039,145.66264
88.84571,112.59695,23.675097,82.295784,112.76304,133.98816,134.73584
67.53401,95.71772,46.342236,92.25589,84.0767,133.26534,122.69227
43.61125,93.7379,65.00629,93.40755,70.084724,70.44133,125.80551
49.181168,93.03028,63.171192,156.67245,109.16834,46.679646,116.098915
79.874,78.431274,69.49286,147.32529,113.82308,137.89867,125.35275
25.458359,79.8814,75.94896,132.07393,135.41223,114.4551,115.4376
45.91139,81.34063,60.83028,145.2751,138.58823,152.87074,116.22202
60.52339,64.42983,60.899555,166.1883,159.1473,106.80289,57.921448
42.83773,27.768326,62.025795,136.34099,102.08559,109.15149,53.048645
44.57155,17.9152,53.209183,139.27663,105.93436,94.2428,60.610508
66.32242,66.94291,13.072154,140.788,138.38448,136.12135,142.4795
60.789536,60.10584,15.274527,126.486084,127.30029,131.6418,128.48878
58.36345,41.867634,8.848534,142.52463,155.9172,131.56685,101.796776
22.39022,40.68413,66.48527,149.82756,155.95319,50.986458,134.4386
24.236116,19.707867,84.45312,120.46242,143.55836,52.630413,146.04303
12.214649,16.144506,27.687529,160.11266,174.71822,95.10714,120.70825
65.212906,154.0383,40.76246,152.40324,148.60394,124.01217,160.55626
48.333023,55.86647,19.140835,153.81412,153.06168,107.66857,123.76398
2.9605784,23.442003,12.334912,79.293915,70.66745,114.84018,102.66184
23.493126,20.98761,8.705302,79.37391,86.796104,127.721794,122.969185
68.30275,59.011776,21.001303,147.18924,147.5792,102.770424,77.96459
78.7082,68.56554,23.492762,112.08967,114.775444,96.60846,73.09786
161.50111,162.92047,63.741608,59.80935,31.3903,133.47685,153.57478
77.572075,80.35375,20.108322,161.80391,163.23636,107.706154,95.795555
104.33991,117.912,11.580188,167.65242,167.65657,121.305565,115.01811
83.175354,80.295944,21.240322,171.56848,173.52571,115.18503,105.0109
41.252117,32.20865,37.967796,116.50222,114.54811,108.431694,88.20345
86.93472,24.234268,29.616789,65.67185,105.81533,19.156162,143.20433
85.859985,95.416664,18.851719,127.876976,130.91016,155.21654,155.19652
75.42159,74.630264,33.6523,123.96321,131.21689,140.35202,119.82079
30.402287,20.244465,42.746628,147.47484,116.81121,115.262054,72.50236
50.330677,53.65665,50.428448,148.00986,166.8944,39.746506,65.60974
56.789536,36.049065,32.402763,166.67398,167.71347,117.68118,83.28159
53.087135,36.70059,32.814762,173.85648,174.78465,111.10923,90.338936
50.991863,48.096313,60.365124,63.467773,83.42317,110.168434,111.15181
40.75609,30.325424,68.01863,120.71315,98.57504,51.166645,95.60401
63.627075,61.04421,112.451996,90.611916,123.13944,108.67294,100.75656
20.935904,28.668585,61.864532,152.74858,129.56316,79.521805,80.974365
35.57168,26.643616,54.732002,137.9112,121.44392,93.59413,106.7764
40.80423,29.174458,19.549408,173.96085,164.47757,77.711685,87.33077
76.50876,29.226202,27.330791,142.79036,139.86688,104.80836,57.529675
84.190735,50.470573,34.10219,125.407,130.04892,98.03632,89.457825
58.113255,68.59391,48.042427,142.37527,144.05585,101.40173,114.97256
70.775246,70.62362,48.172283,145.12994,145.18832,113.11186,113.41874
85.093346,77.70145,39.68723,164.73445,165.22116,119.730415,137.60342
73.76141,76.41973,36.619144,101.77846,104.18806,103.182434,103.785934
76.13721,71.010345,27.62931,88.798004,89.780525,109.21942,82.851654
70.936775,62.34273,29.72077,84.428894,84.92118,107.23812,72.87709
73.2139,69.962234,30.309778,101.093445,96.93751,110.73741,93.28839
87.00282,68.06585,30.430138,142.91803,129.09076,148.02007,121.05007
92.12813,97.7311,36.658634,40.992165,49.711514,137.40959,144.1975
24.26636,41.62171,36.71891,122.54137,121.16764,66.22444,121.646675
101.21143,134.26076,52.66975,165.43513,167.26411,90.64743,105.46308
70.57832,69.60206,40.82272,94.65717,94.51772,128.94965,130.1497
51.04247,47.57772,23.866392,157.13597,167.88222,109.29384,94.37556
53.102917,43.393074,16.83626,174.59216,172.90303,92.70021,73.441605
50.93472,87.67895,60.28779,150.45917,145.92264,108.34386,93.67236
17.951551,54.013683,26.35041,154.43451,163.4102,31.35139,79.04998
69.11712,61.941048,11.918341,58.101036,62.267082,119.25411,113.19519
50.94153,55.846447,12.6518345,96.76113,102.35279,134.91446,141.44688
74.01854,74.048615,11.578489,151.43053,156.48941,148.72673,149.75786
42.55084,36.116673,23.363361,162.11519,150.7434,111.699646,95.585915
43.721577,27.587246,41.62352,159.14174,154.10509,109.9217,81.78045
29.474295,15.393118,9.005301,169.77203,162.98166,73.62967,146.69073
49.466972,40.94855,17.25537,155.86223,151.10342,97.405624,89.014755
49.431324,58.42716,42.977585,136.92722,151.26978,104.08919,88.475494
71.271935,55.811302,29.158852,162.84703,168.16225,134.90945,120.9301
9.228054,25.9082,57.301113,81.627686,53.038948,110.03299,80.42878
24.340538,69.74891,81.07454,85.60919,46.357952,91.1203,126.10769
85.54741,84.03132,21.703218,160.72914,149.59901,104.082466,87.32657
58.528706,37.522766,78.65544,124.07359,132.78117,66.78111,91.96774
16.840416,36.491188,25.069012,135.96274,125.95527,138.1767,71.448
35.973583,29.985594,42.340702,112.828125,137.91747,92.73362,80.96543
70.3871,66.405075,15.873745,148.60992,151.01671,117.98895,120.98142
27.634861,39.342472,17.220922,170.67667,162.2982,153.03023,102.02264
53.3953,47.871513,15.147761,171.72354,173.45183,103.15702,88.55394
160.53783,119.45607,40.46772,158.92737,149.81163,168.26012,101.6379
61.247917,66.864876,79.20478,142.3925,85.17633,89.15156,136.35855
62.261635,4.6278625,19.249107,132.56062,141.85596,117.157326,146.27045
35.473446,30.42922,70.23224,150.34549,122.22637,73.797554,95.62164
47.864723,47.67257,21.77074,114.72414,117.097496,84.741875,69.34729
59.179844,50.81897,41.8474,92.97578,93.24807,81.129524,54.79024
17.747911,8.510753,20.764103,113.56582,113.74437,105.30967,110.51448
68.20644,51.20878,20.167513,115.817856,111.27167,94.46773,75.16235
64.22241,72.50338,13.188031,170.30444,167.19586,67.95475,75.544525
65.12341,44.39172,22.010353,106.721115,100.84329,140.48106,125.64008
55.696556,67.98165,14.531799,178.41936,178.26132,137.80684,153.95035
22.841993,22.674236,31.053434,166.98604,156.62352,72.31024,64.52902
46.66134,36.702118,42.093178,166.74355,169.69806,156.11139,49.09878
89.325424,78.56258,59.81351,144.96095,150.04335,147.56215,107.5407
47.30845,34.00317,16.99443,172.72186,171.86455,114.37369,99.52579
88.14655,86.33899,36.29546,104.16086,104.107285,127.634796,136.92863
33.144196,25.630875,13.729695,175.03958,176.76146,97.1703,89.71647
20.510635,34.603825,18.234364,142.93425,143.38171,105.8874,98.13593
25.050888,35.66073,15.750551,168.4166,168.5292,153.1805,166.09077
159.38457,153.06116,13.500877,169.80852,173.40117,161.00679,132.23128
37.226307,32.183155,52.901264,115.35499,154.7025,78.07585,112.66443
67.377785,53.32852,11.683526,146.98357,131.04607,63.660736,88.81005
13.978155,8.455332,5.8292565,124.178734,114.92229,151.56306,170.36884
32.870853,37.07355,72.10287,124.49384,98.4079,83.07601,74.56859
59.292023,56.85454,26.661417,110.06039,120.34376,114.24404,110.163475
25.124071,25.927595,16.771309,170.38257,168.71046,98.45591,92.5734
66.876686,50.829395,17.95568,139.70216,137.1696,115.644936,102.31193
24.948614,67.630455,9.639902,164.86328,157.60144,128.52187,59.58441
68.715775,64.52633,26.766119,164.24673,162.00446,137.58409,122.7386
64.3413,39.62459,46.022766,155.76193,153.61539,124.19015,102.14202
86.57735,82.83115,7.840476,173.38214,162.0438,161.09943,138.7934
33.980953,31.94689,22.932734,177.24796,175.90512,100.363304,82.54083
50.474953,50.71429,14.879733,168.02646,162.32106,94.397514,93.53786
46.697735,50.13032,72.55303,118.37793,122.70147,121.255646,130.09108
136.73781,120.72272,35.608337,33.424213,59.614517,116.43194,121.81201
74.401405,69.359276,60.44801,115.24412,126.269066,110.0981,77.05961
69.36992,86.67229,67.38872,174.61116,174.43793,122.1332,132.88492
27.20179,25.107056,21.43365,65.84982,69.21876,107.25014,93.49723
77.60239,83.79185,15.217919,129.95683,112.25083,151.50685,156.47641
42.613377,22.871994,53.969364,86.879135,94.703514,102.01127,82.0145
31.9422,34.884296,20.083649,124.18693,120.227356,93.81029,100.38733
33.58506,51.26332,24.666441,34.96548,41.255814,154.78766,144.11801
54.861084,29.650686,37.941822,132.7828,131.61688,49.741608,135.51874
141.91437,98.508514,54.156784,140.52551,173.07005,138.38864,62.996635
37.725346,44.46125,14.041997,151.55798,145.05975,100.515274,111.649254
66.329025,67.54781,73.86316,108.273254,92.96234,56.583485,87.92537
91.994606,112.07587,63.697903,47.676453,84.70855,140.70392,143.4402
72.16924,47.634594,20.83811,52.1197,56.75505,74.652596,27.27945
27.954197,25.040306,23.878551,167.05571,172.21288,92.47199,76.54892
41.935894,36.331833,11.273422,146.043,155.32648,129.83218,105.76109
39.144848,43.759968,17.749454,111.736336,108.48383,102.6627,117.26368
26.326462,28.45125,8.878316,153.52405,155.37643,104.09044,107.95481
32.323986,20.781712,29.271317,168.61142,169.86871,87.575806,76.266716
49.14365,51.11634,23.686213,117.983955,98.13394,117.62404,120.5007
37.53773,40.89141,8.750207,176.88165,178.34427,83.98816,68.67561
31.67262,30.471348,6.6579876,178.359,179.19714,109.66794,84.47501
63.300354,69.23654,72.47945,142.7576,152.24973,76.35979,77.637184
65.08842,46.63093,18.807692,170.04889,163.48692,96.17983,57.67874
58.5695,38.375732,10.597082,173.26274,174.70299,92.70419,120.77299
114.52902,107.78779,155.89307,116.94913,48.729748,154.423,116.4742
90.97826,62.28403,68.57607,164.06143,173.21507,112.7908,100.39266
22.927362,29.56686,24.901392,171.78484,171.80089,125.81479,113.12635
23.883793,39.165047,25.477053,166.35524,173.18405,120.055534,73.67987
21.470884,64.19382,22.16824,177.19595,172.01086,135.20818,88.95899
19.874622,41.36017,24.820694,175.84619,169.81184,121.10361,99.3937
20.658432,45.263744,24.586363,172.72122,173.88762,119.6717,75.386314
36.667454,31.046097,15.919421,178.04231,170.51363,124.35303,145.9765
29.913296,32.561226,8.867566,164.90088,163.25478,89.40231,98.98896
25.146526,36.102608,11.616436,168.27278,162.55634,90.6611,80.01619
24.364458,33.553547,6.792014,171.4274,169.2264,103.71118,93.484276
98.20401,81.72707,77.293594,156.88242,164.62794,108.54778,114.144905
106.05316,86.79287,82.370255,152.55396,159.77586,125.21333,124.68285
108.49631,78.23165,84.0471,150.18694,160.12125,117.52799,133.05597
48.55442,42.556885,41.879993,115.801056,110.557976,132.32837,115.44219
45.187237,46.16016,49.653755,117.9299,102.09796,145.35875,65.014565
97.19604,95.91739,82.08509,138.21397,138.26906,138.09589,151.82649
104.51524,99.53173,84.17703,137.21213,142.51256,130.78793,154.20547
84.26012,93.2777,79.218254,152.13347,151.63644,131.84746,80.79606
13.19177,16.246544,26.731485,164.27023,166.83357,114.98568,122.148125
99.82189,78.88963,109.48946,152.90042,110.498344,118.24933,138.96568
99.94642,89.60882,95.39106,140.53883,136.886,150.27577,127.00776
68.66088,32.408573,26.447382,175.95485,177.5948,72.21732,139.55618
45.34596,26.877747,25.487774,174.50224,176.74324,90.81672,134.54904
23.933157,94.071144,52.035137,150.11253,169.33842,107.04951,119.0131
56.94491,98.66022,42.08143,151.4095,165.45128,129.48715,117.50465
40.056,42.262905,37.211014,170.83627,172.49442,128.6811,69.24863
53.661236,96.37746,92.30815,124.08953,142.10735,123.582634,129.51863
59.29147,18.731766,19.49852,172.00285,167.22514,107.751976,141.60678
15.835975,27.810411,9.001501,179.21217,172.17404,144.86069,128.17892
97.66681,89.44144,82.20425,154.82265,159.37372,144.34892,151.54463
60.415604,64.38619,75.77004,167.39868,161.72313,79.32363,73.875694
64.700554,23.820967,30.49036,169.11649,173.07333,87.51413,151.79417
80.48006,69.75874,70.50521,163.48866,175.0133,90.60429,110.70131
80.344765,86.487465,70.00091,160.21957,144.04494,114.36456,94.86085
28.619438,84.9957,24.821247,168.71336,159.1814,117.25466,118.88571
36.30058,41.022705,43.75989,166.76843,160.33133,103.314156,106.91225
79.25265,84.38045,85.50788,155.02211,160.09195,140.91592,145.93402
100.60063,77.51849,116.788475,146.31204,159.2519,144.00523,151.4938
37.42473,30.584808,38.495567,166.57791,167.99011,139.62683,84.80069
23.091448,28.833588,27.86931,167.58614,162.20221,71.082985,85.137695
30.850605,47.583164,27.116266,160.60057,170.61407,107.01073,61.755184
21.81637,58.307034,21.628033,174.50342,167.36948,139.82878,89.470566
15.511241,29.849977,32.59613,167.53589,166.49518,113.35122,113.06444
73.92818,60.59306,57.16981,154.93555,168.37299,117.8297,134.52985
49.446198,97.051025,86.87074,154.41248,165.0195,122.086815,107.72357
40.709602,147.61436,82.09683,86.62429,65.157166,154.1838,145.76717
16.266294,73.4159,20.054605,171.95323,172.41443,154.8903,70.528625
59.487644,35.83071,61.75968,158.86488,170.32652,101.463745,135.28947
23.621923,43.009212,44.142555,159.35432,154.2967,80.49196,90.9167
19.839006,17.44955,13.621031,173.78638,178.08376,57.24681,51.95496
30.407166,29.562525,26.276423,168.2267,168.96658,139.35251,97.46351
10.098307,29.490494,8.963378,176.11977,172.16122,120.83034,113.791954
78.27133,106.90929,52.08627,160.37952,164.5021,144.7657,152.75305
34.973614,29.287832,15.942284,165.83994,163.4939,75.16156,121.52144
64.988815,57.944016,44.208893,159.65408,163.84769,129.12946,73.681885
106.806984,84.18048,72.1797,165.23799,168.75484,158.06357,142.78763
52.88539,61.93853,78.392365,162.04836,156.44318,70.98179,57.112076
42.027794,30.355394,9.157482,177.56412,178.57962,78.247444,124.14796
37.98722,33.41425,8.427307,176.96205,179.84366,88.6721,78.701485
29.527575,52.917133,62.923485,168.29745,171.212,68.19702,145.98135
40.64324,38.528484,12.472878,169.55008,171.94246,80.14738,59.160465
44.579693,20.109299,57.473316,168.78299,174.8138,137.9368,90.08915
43.05315,54.152,64.763504,118.83731,138.41957,162.19176,160.11858
4.2264066,43.38058,58.141197,168.19702,168.10416,93.038475,83.64467
43.673897,51.23417,16.826475,171.32147,170.59265,108.690994,93.61107
10.187467,69.71847,20.109962,163.59552,159.5718,138.20523,105.66252
58.210876,55.53206,11.350144,158.57263,170.17282,157.72427,164.52301
36.959476,44.163326,61.77837,160.30562,152.33896,76.61346,103.26172
37.189728,31.036991,53.46918,172.90361,170.29863,94.18308,133.02716
81.35121,112.28713,88.07315,150.2025,172.08684,136.25381,137.50624
81.98106,66.943565,65.770744,165.40782,175.02603,99.396416,104.134995
27.101398,23.82158,20.807392,172.06361,172.8127,114.79181,100.38904
77.383415,83.4733,87.220795,158.16585,155.56816,158.20963,77.65165
53.00053,39.84145,69.1796,162.97159,166.48596,134.99937,90.935585
72.54897,111.46584,86.673645,146.66115,149.43224,154.04039,141.9093
52.708088,51.916412,77.91994,160.63835,157.8315,72.856995,67.49158
69.69307,97.9953,101.50318,154.4933,144.88823,115.62834,107.50187
44.05039,36.4402,57.1509,169.92682,147.44812,149.41951,108.88428
47.244556,26.12603,89.62715,166.32834,146.14552,153.98703,86.679146
14.991954,71.82072,32.810497,170.66762,165.11008,157.49724,103.78836
64.06679,48.570126,45.363037,124.34057,138.2994,44.780117,100.74091
96.91118,79.74744,34.265434,156.67842,158.08737,105.88333,169.74724
7.4891696,52.927723,13.617157,165.13643,172.91711,147.5068,142.54817
41.196686,17.247797,36.934147,153.777,167.33707,103.101524,151.54195
45.397873,40.516026,8.779162,174.87303,178.9782,50.70688,38.489086
16.888346,31.899343,20.596375,176.43187,171.40509,104.363464,110.02286
32.12957,30.202557,8.845995,177.0082,176.72678,96.741394,103.733215
29.409836,30.179296,25.617107,160.1484,157.91885,109.32597,164.89949
31.423548,33.103333,29.699854,171.15584,167.36865,121.66275,74.88955
75.2233,55.44742,54.59065,170.43884,169.08289,82.92872,114.657265
33.26746,20.982428,23.474607,171.34593,161.71,138.97379,126.532814
28.164898,35.15178,75.49964,171.09859,162.34897,112.12367,75.307465
37.27336,23.644445,34.529266,123.575325,118.88582,129.5038,151.50775
52.002155,16.073683,83.932335,160.21986,153.76826,126.99022,111.24618
65.55527,60.533936,76.7455,174.80544,157.53989,84.68099,43.34338
17.912046,37.066193,76.57997,168.56079,169.93991,77.87267,60.461338
96.552376,74.7501,25.464432,167.02882,154.80139,147.13457,138.26845
88.719406,85.3494,14.996033,169.84946,172.36316,172.9827,142.44864
72.197014,79.19105,82.69431,153.67514,150.6051,117.88581,147.54259
59.215393,80.910126,82.399315,157.42015,153.93877,130.02576,165.42348
56.503937,66.398994,12.909331,70.48487,67.82832,129.77832,118.89783
83.12315,107.45796,37.02681,158.70416,132.01863,151.66226,166.1306
87.25092,78.345474,19.566277,172.48264,168.07753,161.66501,155.43335
88.4977,86.15563,17.951317,172.87253,166.63577,131.5492,123.011696
63.406727,55.723774,13.699433,167.8314,164.10275,142.91345,137.81447
58.821228,56.76181,20.142754,151.45334,155.16867,154.59727,154.2771
81.24337,75.19574,36.614285,171.9385,151.13998,158.48416,160.89513
70.11942,63.63351,20.725618,165.6687,162.0396,163.43893,167.27977
99.01381,94.54652,57.77999,156.13388,164.05222,125.65031,148.50517
97.147514,93.754,61.868416,158.62234,166.03055,121.292595,145.1964
71.41354,80.01132,71.59183,158.58386,160.1476,128.80132,151.23705
72.3787,77.89691,69.7907,163.36324,167.26637,132.09302,151.81613
56.282383,81.032524,18.619078,175.57162,169.4373,135.92392,172.67642
60.11163,78.57892,16.410072,168.11354,169.61061,138.82361,171.62999
56.965115,77.80223,19.17886,175.39304,169.12952,135.12419,169.49359
137.19617,135.35345,36.514297,127.539604,147.38844,156.97827,156.41939
167.48235,172.89256,30.403475,156.55782,149.92493,155.07376,173.71106
90.82493,83.395386,18.898445,152.37445,145.58203,139.80617,133.84776
90.55199,88.78409,12.01941,173.43217,173.6714,167.15564,164.55882
92.337425,85.54964,10.3060875,172.0103,169.5785,161.01566,158.76097
89.424194,87.77552,34.18177,148.67775,142.53189,131.37761,140.2224
