left_shoulder_left_wrist,right_shoulder_right_wrist,left_hip_left_ankle,right_hip_right_ankle,left_hip_left_wrist,right_hip_right_wrist,left_shoulder_left_ankle,right_shoulder_right_ankle,left_hip_right_wrist,right_hip_left_wrist,left_elbow_right_elbow,left_knee_right_knee,left_wrist_right_wrist,left_ankle_right_ankle,left_hip_avg_left_wrist_left_ankle,right_hip_avg_right_wrist_right_ankle,pose
408.43167,444.8261,265.34674,280.324,375.40295,401.38895,415.4833,413.79398,405.56583,380.0179,138.05254,99.87237,58.069153,150.10278,320.37485,340.85648,1
378.6985,408.41916,276.30264,282.5871,334.82764,349.73193,416.4678,412.7953,355.77866,339.00235,137.31871,101.97615,55.318207,146.03639,305.56512,316.15952,1
395.29312,424.1449,275.9325,281.33917,356.7711,373.21042,413.85892,412.0781,377.70377,361.3942,138.15092,99.85499,53.117966,142.23595,316.35178,327.27478,1
393.82993,427.0135,275.551,276.6104,360.98712,386.57263,413.83765,415.3134,401.32907,354.07352,137.61682,104.426384,58.3521,149.29305,318.26907,331.59152,1
437.6343,462.8872,277.80902,270.37106,420.4118,461.33905,418.02783,415.24118,484.10132,405.31744,153.39209,104.61531,79.78189,151.57571,349.1104,365.85504,1
446.06702,322.95554,277.19937,283.68362,397.7423,352.74225,411.78314,452.19257,513.39844,253.20634,302.5394,288.9733,121.91073,386.7477,337.47083,318.21292,1
458.374,307.44998,279.17264,279.6014,410.4871,341.3631,407.77026,447.677,515.9141,251.30812,310.39026,296.08978,111.04204,411.06448,344.82986,310.48224,1
427.21674,259.35403,285.77182,265.62073,377.94846,301.8431,403.86133,432.8048,479.87082,217.86896,322.0945,297.85855,107.43059,411.16907,331.86014,283.7319,1
426.1278,294.5348,276.51077,258.44775,355.9474,319.89728,398.01224,421.9291,502.5709,198.2785,347.119,270.77036,153.13293,360.89072,316.22906,289.17252,1
414.66043,265.75616,266.68112,254.71584,335.66275,293.6188,391.782,419.66562,471.37613,185.26483,348.41345,253.07568,141.64568,333.08957,301.17194,274.16733,1
429.91696,271.67096,260.8091,286.47098,322.12866,280.05634,396.21008,448.60693,461.36978,174.3632,360.77716,302.439,146.33434,426.01334,291.4689,283.26364,1
432.39142,253.40262,256.91074,279.77438,328.68756,273.6392,401.7109,441.59186,456.65454,179.83244,363.76675,292.62488,135.20935,401.27478,292.79913,276.7068,1
409.28174,235.23808,257.347,304.0556,356.85132,294.51862,392.79956,448.79498,477.36157,203.32979,352.0291,343.9274,127.584595,470.37057,307.09915,299.2871,1
410.58752,234.3088,224.62994,303.74918,398.47998,327.2686,369.59766,425.09998,523.5488,232.13776,346.05405,345.10336,133.2661,406.9388,311.55496,315.50888,1
411.35184,205.349,226.74966,307.35175,388.51892,285.90634,371.86646,433.50027,485.24002,213.34213,340.16907,333.99982,102.5218,428.04376,307.63428,296.62903,1
401.37875,195.8358,259.06702,293.92694,344.5369,265.35565,391.24722,441.1653,458.52652,184.61076,371.00455,357.73367,119.93532,469.53226,301.80197,279.6413,1
403.115,215.49998,264.50912,282.12003,330.228,272.89478,395.67825,436.96838,468.4859,174.50229,386.56393,333.5103,145.18349,441.58655,297.36856,277.5074,1
416.8763,191.09644,278.82898,292.4474,347.90323,245.76375,398.86447,442.29742,430.302,185.28436,344.6052,339.86005,86.45744,489.66867,313.36612,269.10556,1
430.30362,248.43184,253.04463,281.69983,337.91397,273.0875,408.05548,442.57727,458.182,184.46483,359.75916,274.66476,127.04093,373.09277,295.4793,277.39368,1
438.4804,240.91853,255.44926,267.33862,352.68872,270.45395,399.49445,432.2752,450.0104,196.89429,343.20532,251.67422,102.87915,345.63547,304.069,268.8963,1
405.49802,221.9206,271.2739,313.5325,349.8114,276.2853,396.83997,458.00528,455.42584,196.58134,342.28723,354.31396,111.37409,514.9045,310.54266,294.9089,1
408.08542,272.19977,237.1607,316.97736,411.66663,358.73465,384.50488,439.96786,548.1224,243.89906,330.53436,355.8437,143.06076,458.31357,324.41367,337.85602,1
422.68216,308.50394,248.66881,338.70044,429.62372,364.74945,386.4,465.07288,552.4466,261.2568,294.99872,357.73257,130.33736,475.11774,339.14627,351.72495,1
