right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
82.6,80.1,83.4,147.4,145.9,163.5,119.2,1
84.3,82.7,82.3,140.9,138.1,164.8,113.6,1
68.06,73.56,10.336,175.6,176.5,139.6,135.8,0
68.5,97.7,14.195,169.4,173.2,130.9,140.0,0
41.44,56.78,15.04,171.0,171.1,131.2,128.4,0
42.9,58.38,15.086,168.4,170.0,131.0,120.9,0
38.53,47.03,14.55,167.8,165.9,131.2,125.0,0
62.94,82.25,15.125,171.8,171.0,123.1,131.1,0
65.1,78.8,11.52,172.1,175.2,128.5,134.5,0
81.5,73.06,10.35,174.2,175.2,145.4,141.6,0
74.9,92.56,14.16,172.5,173.4,130.0,142.6,0
51.03,66.94,12.93,170.4,166.6,130.4,131.4,0
38.3,39.84,12.88,166.2,165.0,132.1,133.1,0
53.53,74.6,16.52,165.8,163.4,117.94,116.6,0
49.4,58.53,15.8,169.6,164.6,126.25,122.8,0
82.9,94.2,15.99,169.9,166.9,122.25,130.4,0
50.72,78.7,11.664,172.4,175.0,137.4,135.2,0
54.12,62.8,14.414,170.6,168.0,129.0,131.8,0
51.2,52.94,16.4,170.9,167.5,117.25,110.94,0
46.25,53.97,11.99,174.6,174.8,125.75,119.3,0
66.3,69.3,9.836,173.1,175.0,135.5,126.9,0
59.3,98.56,35.7,168.5,172.1,99.25,136.9,0
49.78,94.2,35.94,166.5,171.1,85.94,122.7,0
59.38,69.56,40.7,167.0,169.9,78.06,91.0,0
44.7,40.8,38.88,168.4,170.1,73.94,74.1,0
40.9,45.6,35.62,165.2,168.6,89.06,68.2,0
47.16,36.84,38.53,166.9,169.2,85.06,78.7,0
57.22,67.3,45.88,162.9,169.4,94.7,84.8,0
50.53,79.6,46.1,160.8,169.6,90.56,111.25,0
50.94,75.94,40.28,168.0,169.8,87.9,115.9,0
48.72,62.72,42.47,164.1,167.9,81.56,84.75,0
42.62,44.0,42.22,166.6,168.1,73.94,74.2,0
44.4,52.12,42.3,163.9,166.9,110.4,71.7,0
44.47,40.62,43.3,165.1,167.8,77.8,79.94,0
46.16,68.3,50.06,167.1,171.1,68.6,90.0,0
52.53,68.7,51.97,160.9,167.4,92.25,108.9,0
48.6,74.0,43.5,163.6,169.5,94.44,113.75,0
40.34,67.8,38.12,167.2,168.5,67.5,90.4,0
41.6,50.62,37.0,163.6,168.1,94.0,72.7,0
46.03,58.44,37.5,162.9,168.6,107.1,72.56,0
45.88,61.62,37.66,165.5,168.0,106.7,74.25,0
47.97,52.97,45.22,162.5,166.2,76.2,83.44,0
55.66,64.7,51.94,160.1,165.2,91.8,107.7,0
86.25,54.3,89.6,155.0,162.5,146.4,96.1,0
