right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
40.78,34.97,55.97,50.56,67.4,133.8,127.75,1
27.92,21.95,53.66,51.0,64.1,131.5,123.56,1
29.61,24.45,54.94,49.44,62.47,130.4,123.56,1
29.33,34.3,50.12,60.9,74.2,137.5,132.5,1
16.06,43.6,82.25,71.7,96.44,121.0,133.9,1
24.55,47.38,86.2,71.0,98.3,126.1,128.0,1
22.64,50.75,97.7,63.56,93.75,118.56,130.9,1
21.34,48.75,93.44,66.6,102.0,122.7,132.2,1
27.44,51.7,91.0,67.7,102.2,129.1,131.2,1
20.44,49.25,97.1,61.7,96.06,123.8,130.5,1
27.53,51.38,86.0,72.44,104.4,129.5,132.6,1
22.38,50.72,95.75,62.66,95.9,125.6,131.9,1
25.67,52.3,94.0,64.1,94.25,130.5,133.6,1
22.11,52.2,97.8,64.0,98.5,125.56,133.1,1
21.95,49.53,96.1,62.28,93.44,125.25,131.6,1
22.05,50.2,94.44,66.4,98.7,123.9,132.5,1
23.72,50.25,95.06,64.8,98.06,127.3,133.1,1
22.22,52.2,95.7,64.6,99.25,125.1,133.6,1
24.45,51.88,90.8,69.1,101.06,128.2,132.9,1
24.78,55.22,95.25,63.22,93.4,125.0,132.8,1
22.7,51.12,93.44,67.3,99.8,126.7,134.0,1
23.44,51.8,94.3,64.8,93.3,128.2,133.2,1
21.31,51.84,91.1,67.06,102.0,124.25,133.5,1
23.23,49.84,94.5,62.78,94.25,127.06,132.1,1
18.97,54.8,93.1,67.1,104.6,120.8,134.5,1
17.9,33.97,66.06,83.4,112.06,118.5,133.6,1
53.97,20.19,66.44,108.94,93.5,128.1,108.8,1
39.84,18.64,60.6,135.5,98.75,128.5,114.25,1
38.6,49.03,55.6,71.0,89.4,175.8,131.9,0
38.7,45.03,62.38,77.44,76.4,175.6,125.25,0
40.97,49.62,81.5,54.6,89.06,169.6,108.5,0
24.67,48.6,39.34,90.5,81.56,160.8,140.6,0
40.62,44.3,54.7,77.0,87.3,175.8,119.56,0
42.25,52.22,67.5,62.38,73.3,163.4,127.06,0
60.8,37.28,94.7,72.25,98.06,158.1,143.2,0
55.3,42.62,101.3,67.1,138.0,167.9,153.8,0
60.34,35.84,95.3,71.56,128.5,161.9,155.4,0
61.88,40.4,102.44,76.25,130.8,163.9,154.8,0
60.62,60.03,67.6,64.0,67.94,148.0,107.2,0
52.47,64.8,66.7,56.25,66.0,157.4,111.1,0
43.22,45.78,67.4,58.4,66.0,165.5,147.5,0
34.62,37.62,66.8,58.28,66.06,169.8,124.3,0
35.8,29.95,70.4,82.0,81.94,162.1,120.25,0
34.75,36.5,42.06,67.1,74.4,142.1,132.2,0
6.332,39.9,76.6,46.9,73.0,144.4,140.6,0
18.39,52.97,85.2,64.9,101.25,121.1,136.6,0
25.11,56.88,88.5,70.94,113.4,120.44,149.5,0
15.41,32.25,74.0,66.4,108.8,137.0,161.8,0
41.34,34.4,45.44,64.3,78.4,139.5,138.4,0
17.22,30.64,77.0,64.0,118.44,143.2,161.9,0
44.1,36.0,46.34,67.4,77.3,137.9,138.9,0
23.3,38.56,57.34,49.4,66.8,139.2,170.9,0
31.89,44.7,62.94,55.38,68.9,126.44,172.8,0
24.06,48.1,63.34,52.44,73.6,131.2,169.6,0
32.62,60.94,78.7,66.5,86.5,138.8,164.0,0
25.44,57.8,86.56,73.75,80.1,138.2,167.8,0
26.44,58.12,86.9,72.6,73.94,141.5,171.1,0
28.34,63.84,83.8,66.06,81.9,142.5,169.4,0
28.11,61.56,80.75,56.38,83.56,137.2,164.1,0
30.62,49.0,94.7,57.28,74.4,114.56,113.5,0
56.56,82.44,101.7,43.44,75.4,106.7,130.2,0
39.9,71.56,99.25,38.03,78.0,131.1,127.6,0
42.88,71.44,98.9,39.62,70.75,124.44,128.0,0
40.03,73.44,100.6,40.72,74.25,129.5,130.6,0
35.8,79.5,98.94,36.9,78.0,131.2,130.1,0
13.37,65.0,87.8,43.1,75.7,125.9,148.6,0
9.0,39.94,78.0,62.6,88.5,141.5,152.4,0
30.5,34.94,46.28,65.6,84.3,139.4,140.0,0
25.84,42.5,71.4,64.06,78.5,136.8,136.6,0
70.8,79.06,61.0,60.28,73.2,150.9,152.9,0
75.8,81.9,60.0,63.06,72.56,153.6,154.2,0
80.25,85.06,63.1,60.25,74.0,154.8,154.4,0
106.9,107.5,62.84,57.25,74.94,150.5,138.0,0
