x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index
961.3091278076172,141.120285987854,-187.3049545288086,966.6925811767578,131.13296270370483,-161.0250473022461,969.1777801513672,131.89539670944214,-161.26848220825195,971.9925689697266,132.8410792350769,-161.19318008422852,955.1210021972656,127.42160081863403,-176.80696487426758,950.8197021484375,126.16398811340332,-177.06975936889648,946.8669891357422,125.51680326461792,-177.14500427246094,967.8144836425781,135.1921534538269,-24.302639961242676,933.4407043457031,128.8613784313202,-96.69177055358887,963.5624694824219,153.24302315711975,-134.10090446472168,951.0639190673828,150.43480396270752,-157.1403980255127,984.6163177490234,217.02602863311768,72.82234191894531,893.8071441650391,196.8013572692871,-129.0246868133545,1012.5098419189453,283.10909271240234,-91.27527236938477,924.6924591064453,259.3682599067688,-331.0484313964844,1010.8334350585938,208.2359790802002,-373.05763244628906,982.4689483642578,197.33200550079346,-497.4924087524414,1008.9010620117188,189.98884677886963,-415.9934997558594,995.5344390869141,185.98634719848633,-553.4615325927734,1004.1826629638672,184.57644939422607,-415.43773651123047,990.5606842041016,178.64124655723572,-536.7864227294922,1001.0769653320312,191.52092456817627,-378.99890899658203,986.4114379882812,184.3721079826355,-496.8474578857422,943.4724426269531,378.23949337005615,85.49108505249023,885.6880187988281,367.7578926086426,-85.53939819335938,1010.2720642089844,486.435170173645,-41.49871826171875,911.5045166015625,478.63685131073,-307.08316802978516,1003.3647155761719,615.7675123214722,52.5055456161499,885.8408355712891,619.9230480194092,-303.02417755126953,990.5847930908203,638.2894420623779,53.21000576019287,875.2620697021484,639.8937892913818,-308.0735778808594,1062.679214477539,637.5919818878174,-67.00539588928223,918.3681488037109,648.2951545715332,-457.6507568359375
985.9209442138672,193.38948011398315,-202.87939071655273,990.6224060058594,182.92120456695557,-176.6503143310547,992.7463531494141,183.4613585472107,-176.85680389404297,994.6335601806641,183.92428636550903,-176.76877975463867,981.5325927734375,180.3778052330017,-194.25525665283203,977.3966979980469,179.08675074577332,-194.46504592895508,973.5246276855469,178.08230638504028,-194.5393180847168,988.8599395751953,185.3751254081726,-45.276246070861816,957.4118804931641,176.91869974136353,-125.10558128356934,985.4850769042969,205.5188798904419,-152.16100692749023,974.4467926025391,201.88729763031006,-177.16196060180664,996.0495758056641,267.25730180740356,45.07987022399902,904.3751525878906,241.22461795806885,-159.19832229614258,1027.2200012207031,328.7991714477539,-127.88654327392578,935.5991363525391,312.21915006637573,-317.9232406616211,1026.983413696289,258.3593201637268,-402.54127502441406,996.9189453125,247.05398082733154,-419.78404998779297,1024.289321899414,241.1208701133728,-443.0069351196289,1010.8289337158203,233.39956283569336,-467.7668762207031,1018.7128448486328,236.0687255859375,-436.97811126708984,1003.6397552490234,225.66005945205688,-455.5208206176758,1016.4516448974609,242.76360511779785,-406.46995544433594,999.7632598876953,232.62176513671875,-419.05025482177734,930.2149963378906,406.4719533920288,85.52757263183594,870.1145172119141,395.6408500671387,-85.50987243652344,1029.3748474121094,484.32369232177734,-82.33454704284668,911.9524383544922,474.9799060821533,-376.8526840209961,1005.7079315185547,613.5506772994995,12.491501569747925,887.5112915039062,618.7037372589111,-342.8373718261719,991.1593627929688,634.511604309082,14.580411911010742,878.5826110839844,637.1973323822021,-343.19408416748047,1062.0802307128906,636.8111371994019,-97.21918106079102,915.9078979492188,646.9064140319824,-477.40367889404297
981.3349914550781,150.75008153915405,-208.9299201965332,986.1033630371094,140.2311873435974,-182.28107452392578,989.1817474365234,141.25271201133728,-182.53442764282227,991.3295745849609,141.77701950073242,-182.45641708374023,976.1980438232422,136.2106204032898,-197.1290397644043,972.3680877685547,134.6789824962616,-197.34764099121094,968.6305236816406,133.54943990707397,-197.42446899414062,985.7026672363281,143.3413052558899,-46.35075569152832,953.2795715332031,135.15282154083252,-114.18307304382324,981.8144989013672,162.11082458496094,-156.3441276550293,971.1007690429688,159.5227611064911,-178.1427764892578,996.0995483398438,228.133442401886,45.48947334289551,902.5597381591797,201.09516620635986,-137.26346969604492,1023.5503387451172,293.49658012390137,-123.76734733581543,930.902099609375,271.5704011917114,-327.1160125732422,1021.9076538085938,218.09024333953857,-405.9003448486328,990.0941467285156,210.1820182800293,-485.92681884765625,1018.9422607421875,200.3057599067688,-449.8305892944336,1004.6575927734375,196.32323741912842,-542.2650909423828,1013.8761901855469,194.6773910522461,-447.1681213378906,1000.2195739746094,188.50292444229126,-527.4885940551758,1011.1920928955078,201.24013423919678,-410.75313568115234,996.1981964111328,195.20370483398438,-486.02317810058594,937.9059600830078,379.82869148254395,79.38754081726074,877.5638580322266,368.12756538391113,-79.41279411315918,1008.9214324951172,481.69066429138184,-53.896708488464355,902.8903961181641,477.0182132720947,-319.161434173584,999.44580078125,612.4077558517456,42.17987537384033,883.3013153076172,615.3693437576294,-288.6872863769531,985.8768463134766,633.6487913131714,43.08513164520264,874.2833709716797,635.1779937744141,-290.7973098754883,1059.8594665527344,637.8465127944946,-77.03936100006104,911.3111114501953,645.2017307281494,-432.8371810913086
974.99755859375,126.35691404342651,-165.45526504516602,978.8589477539062,114.85665321350098,-140.3053092956543,981.4662170410156,115.68369626998901,-140.56371688842773,984.501953125,116.69051170349121,-140.4886817932129,968.736572265625,111.52090787887573,-156.53701782226562,964.1179656982422,110.43577194213867,-156.79919242858887,959.7539520263672,109.63432788848877,-156.88505172729492,977.5178527832031,119.32826042175293,-11.168910264968872,944.2145538330078,112.37513780593872,-85.26087760925293,976.6592407226562,138.34638833999634,-114.8017406463623,964.1156005859375,134.8756206035614,-138.50149154663086,990.2016448974609,203.1839632987976,86.35664939880371,899.3340301513672,178.55157494544983,-111.69391632080078,1017.4696350097656,272.9551291465759,-53.537845611572266,925.4286956787109,247.5186252593994,-292.79138565063477,1018.8877105712891,196.15198373794556,-330.33958435058594,982.9999542236328,186.05724334716797,-451.6402816772461,1016.9393157958984,177.7535855770111,-371.7978286743164,999.6222686767578,172.99728870391846,-506.70806884765625,1011.7562866210938,172.29059100151062,-373.91651153564453,995.6169128417969,165.99135875701904,-491.0523223876953,1008.7620544433594,179.28412914276123,-336.71844482421875,991.4608764648438,172.09507942199707,-451.05770111083984,945.6235504150391,365.06092071533203,81.60507202148438,885.8916473388672,355.4898762702942,-81.6649055480957,992.3165893554688,484.318585395813,1.968471109867096,896.9089508056641,475.0234651565552,-264.73623275756836,999.4136810302734,615.6552028656006,111.1711597442627,884.1777038574219,618.6257171630859,-259.2599105834961,989.1941070556641,638.1790637969971,113.0947208404541,876.9242858886719,637.812910079956,-264.5876693725586,1061.126708984375,640.0020217895508,-6.199340224266052,914.5038604736328,648.7492847442627,-416.29371643066406
969.1304016113281,116.32937908172607,-141.78166389465332,971.2855529785156,105.01839637756348,-116.50811195373535,973.89404296875,105.48786878585815,-116.75580978393555,977.315673828125,106.13949537277222,-116.66895866394043,961.4207458496094,102.92275428771973,-135.3034496307373,956.7057800292969,102.31936454772949,-135.56645393371582,952.1686553955078,102.22280502319336,-135.65065383911133,970.2711486816406,109.91784811019897,11.15425705909729,937.0662689208984,105.54101943969727,-73.69056701660156,971.1058807373047,127.37619638442993,-91.38666152954102,959.5736694335938,125.08698463439941,-118.19512367248535,987.6759338378906,190.049786567688,109.4697380065918,894.0449523925781,173.44684839248657,-103.13065528869629,1014.8011779785156,264.0163779258728,-23.664045333862305,921.1989593505859,237.44139432907104,-292.1566390991211,1016.0465240478516,189.32777881622314,-307.56093978881836,979.0609741210938,176.79094076156616,-454.87823486328125,1015.1274871826172,170.1425814628601,-349.9282455444336,995.2262115478516,164.52331066131592,-511.0569381713867,1009.3012237548828,164.39818024635315,-353.44287872314453,991.7765045166016,158.09874415397644,-492.98999786376953,1006.0413360595703,171.32632613182068,-314.9004554748535,987.3876190185547,164.00312304496765,-453.4342575073242,950.7382202148438,357.2033143043518,79.6461009979248,892.8570556640625,349.55140113830566,-79.74168300628662,982.0951843261719,483.55173110961914,31.807971000671387,898.8346099853516,475.69762229919434,-168.95843505859375,996.1990356445312,613.8849020004272,125.64798355102539,882.8546142578125,618.2101249694824,-145.39950370788574,986.6148376464844,637.8867244720459,125.48510551452637,875.1860046386719,636.1624717712402,-149.82043266296387,1058.639144897461,637.737078666687,-7.45364785194397,911.6140747070312,649.9851608276367,-305.22830963134766
958.0516815185547,109.6308946609497,-131.33624076843262,960.4753112792969,97.8443455696106,-105.50518989562988,963.5332489013672,98.65647554397583,-105.75618743896484,966.7311096191406,99.65421438217163,-105.66518783569336,950.0898742675781,95.47767162322998,-123.63367080688477,945.4447174072266,95.08819341659546,-123.92942428588867,940.4475402832031,94.6265959739685,-124.04054641723633,960.0775909423828,104.19577360153198,25.102720260620117,925.5717468261719,98.86671781539917,-57.909464836120605,959.6742248535156,121.733558177948,-80.07420539855957,947.7368927001953,119.45417404174805,-106.33460998535156,981.3713073730469,184.4829797744751,122.42698669433594,883.9359283447266,172.94204592704773,-85.87263107299805,1008.1607818603516,260.74004888534546,-14.318444728851318,907.0016479492188,233.1576919555664,-288.54284286499023,1005.2143859863281,183.5399580001831,-300.73400497436523,967.0491027832031,175.12876510620117,-470.27965545654297,1003.0010223388672,163.50630283355713,-343.8294982910156,983.2649230957031,159.23682689666748,-528.3539581298828,996.9009399414062,158.02881360054016,-346.0658645629883,979.3954467773438,153.2994246482849,-507.8525924682617,993.5965728759766,166.15615367889404,-307.6292037963867,975.0247192382812,160.87411165237427,-468.1175994873047,955.0881958007812,355.2931523323059,76.87019348144531,893.984375,346.4071011543274,-76.9986629486084,979.1510772705078,486.1332607269287,56.45256519317627,899.6321868896484,473.1507682800293,-166.9640350341797,998.7415313720703,613.5091352462769,163.58217239379883,884.9309539794922,616.450080871582,-141.0790729522705,990.4582977294922,636.7388248443604,164.34608459472656,878.1881713867188,636.6416215896606,-145.7643699645996,1059.3473052978516,636.546220779419,20.96583843231201,916.9810485839844,648.9216756820679,-313.90771865844727
937.5753021240234,105.68356275558472,-223.42931747436523,941.3739013671875,93.7956690788269,-197.18496322631836,945.4095458984375,94.4804048538208,-197.47203826904297,948.3400726318359,94.75712299346924,-197.36892700195312,928.8408660888672,91.72167778015137,-210.5457305908203,923.3552551269531,90.83543300628662,-210.8484649658203,918.6929321289062,90.28562307357788,-210.95367431640625,946.2336730957031,100.62238454818726,-52.946486473083496,905.8824920654297,95.83524227142334,-115.51936149597168,943.5427093505859,117.44073629379272,-167.10840225219727,928.5043334960938,117.20738410949707,-187.41228103637695,969.9320983886719,173.2586967945099,44.00832176208496,869.8011779785156,169.93557929992676,-115.64703941345215,997.9363250732422,257.5779175758362,-117.98205375671387,882.9366302490234,233.0543088912964,-319.5009994506836,981.0573577880859,181.5294599533081,-404.9226379394531,941.4631652832031,174.19302821159363,-526.5032196044922,978.5822296142578,158.9249610900879,-454.23458099365234,954.5180511474609,156.27982020378113,-586.5221405029297,972.7513885498047,155.12070894241333,-452.13321685791016,952.2058868408203,150.56674718856812,-569.9531936645508,969.8358917236328,163.10497999191284,-410.2225112915039,949.8990631103516,159.326434135437,-526.6745758056641,953.7429046630859,351.87769174575806,69.1965389251709,887.5952911376953,346.130576133728,-69.33546543121338,1006.3067626953125,474.8120641708374,2.2245827317237854,896.9167327880859,472.43927478790283,-197.75850296020508,1005.1546478271484,599.6275234222412,139.87516403198242,881.3768005371094,614.0121030807495,-114.89825248718262,991.2263488769531,617.8511381149292,144.04230117797852,876.888427734375,631.6028881072998,-113.29300880432129,1054.0435791015625,636.1160802841187,-10.117849111557007,916.7485046386719,647.7494430541992,-290.0372314453125
929.8822784423828,99.76133108139038,-138.36240768432617,934.1851043701172,90.33557653427124,-113.25151443481445,939.3819427490234,91.57346963882446,-113.50278854370117,943.9250946044922,92.29182958602905,-113.40014457702637,920.9708404541016,87.63502657413483,-119.17512893676758,916.8281555175781,87.40098774433136,-119.49362754821777,912.2152709960938,87.70836889743805,-119.63803291320801,946.014404296875,96.47770643234253,19.9841046333313,903.0143737792969,94.98871564865112,-9.155021905899048,936.1521148681641,110.9519362449646,-86.77397727966309,920.0669097900391,109.77378129959106,-97.51906394958496,972.6929473876953,171.75017952919006,94.16418075561523,868.2477569580078,169.42071318626404,6.899359226226807,1000.9714508056641,249.38509941101074,-52.1315336227417,868.5777282714844,238.82339715957642,-181.9580841064453,969.3506622314453,170.60621738433838,-310.26403427124023,920.1347351074219,167.44617819786072,-413.86077880859375,961.6490936279297,150.62240839004517,-357.0942687988281,934.8903656005859,150.0109076499939,-473.04115295410156,959.7245788574219,145.16212821006775,-353.00628662109375,933.8185119628906,141.46905899047852,-455.89542388916016,959.4381713867188,153.43907117843628,-313.300724029541,933.9092254638672,149.334819316864,-414.3748092651367,964.7844696044922,341.539363861084,41.63910388946533,894.5035552978516,341.3611364364624,-41.87720775604248,1014.9394226074219,478.7101936340332,-4.11801815032959,898.6737823486328,474.46715354919434,-107.41899490356445,1048.634262084961,606.6396331787109,98.6181640625,884.7175598144531,611.1014986038208,-1.7658671736717224,1046.6542053222656,628.1473445892334,99.00128364562988,879.4734954833984,629.0914821624756,2.0703069865703583,1075.531234741211,636.1524724960327,-77.09942817687988,912.3542022705078,647.0981597900391,-174.3817138671875
943.3738708496094,103.9784288406372,-166.2930679321289,951.1524963378906,92.77816772460938,-144.9117088317871,956.0733795166016,93.6266040802002,-145.1473045349121,960.8217620849609,94.32153224945068,-145.04084587097168,936.6968536376953,91.44281387329102,-143.24556350708008,932.5860595703125,91.7124080657959,-143.56158256530762,928.348388671875,92.32530355453491,-143.71241569519043,967.5376129150391,99.42210674285889,-18.097383975982666,922.576904296875,99.93121147155762,-12.039310932159424,953.6063385009766,117.51834869384766,-116.34451866149902,935.4844665527344,115.6247091293335,-116.82612419128418,1006.4041137695312,168.08573484420776,49.8886775970459,894.617919921875,171.65887713432312,32.419326305389404,1020.9675598144531,247.0020318031311,-100.38193702697754,882.4547576904297,244.77566957473755,-144.85532760620117,975.8157348632812,170.69934368133545,-336.69960021972656,925.9279632568359,173.49090099334717,-393.1671905517578,964.8899841308594,152.52164840698242,-384.67464447021484,938.7586212158203,155.61131715774536,-451.33392333984375,963.4572601318359,146.57293796539307,-377.4540710449219,938.4076690673828,147.7549123764038,-433.53343963623047,964.1519927978516,154.28741097450256,-337.6122283935547,937.7288055419922,155.94131469726562,-394.1341781616211,988.4950256347656,346.5224361419678,22.221832275390625,916.6563415527344,344.7060012817383,-22.460002899169922,1028.226547241211,482.2696781158447,-19.336912631988525,909.6472930908203,478.3231830596924,-46.93194389343262,1064.7831726074219,610.9190225601196,103.1272029876709,883.1193542480469,612.1997880935669,64.35472011566162,1063.3660888671875,627.2765064239502,105.69767951965332,878.8573455810547,629.5386171340942,68.08598518371582,1081.6300964355469,647.4540567398071,-79.66815948486328,909.9845886230469,649.1977071762085,-119.8624038696289
967.2413635253906,104.72073554992676,-149.27785873413086,975.6972503662109,92.020583152771,-129.72737312316895,981.7747497558594,91.53409481048584,-129.9980354309082,985.6595611572266,91.83643341064453,-129.9234962463379,962.0751953125,92.7290940284729,-124.61352348327637,958.7452697753906,93.18680763244629,-124.94041442871094,954.8159790039062,93.47412586212158,-125.08939743041992,995.5677795410156,98.35632562637329,-12.393244504928589,951.6999053955078,98.99672985076904,10.921487808227539,978.0524444580078,118.48379373550415,-102.75431632995605,962.0326995849609,117.80113935470581,-98.30700874328613,1036.6902160644531,164.01620149612427,35.68276882171631,923.9339447021484,175.1982879638672,71.27545356750488,1048.365707397461,241.59184455871582,-118.76703262329102,908.4471130371094,255.1368284225464,-100.9705924987793,994.3096923828125,173.2724404335022,-342.1364974975586,941.7350769042969,181.57434940338135,-351.6780090332031,979.2844390869141,155.10871410369873,-391.6838836669922,952.0436096191406,162.80561327934265,-407.2285461425781,981.2157440185547,148.59315633773804,-382.71324157714844,955.4196166992188,154.9263346195221,-394.0821838378906,983.4598541259766,156.45370244979858,-342.0674514770508,955.6819152832031,163.49216222763062,-354.6701431274414,1020.814208984375,347.85051584243774,-2.8463834524154663,946.2703704833984,344.7517490386963,2.6021596789360046,1047.6966857910156,485.14050006866455,-37.54818677902222,926.7554473876953,478.47806453704834,-39.204063415527344,1064.2204284667969,613.2153797149658,98.7175178527832,905.6135559082031,609.4842338562012,101.62477493286133,1060.645523071289,629.413948059082,102.4051284790039,911.0451507568359,627.949161529541,108.89049530029297,1081.4210510253906,646.789813041687,-59.21416759490967,892.017822265625,643.5609912872314,-41.51013374328613
